State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Gujarat,Amreli,Bagasara APMC,Cotton,Other,Local,25-02-2026,6000,7970,6985
Punjab,Bhatinda,Bhucho APMC,Carrot,Carrot,Local,25-02-2026,700,700,700
Uttar Pradesh,Prayagraj,Prayagraj APMC,Spinach,Spinach,FAQ,25-02-2026,1050,1125,1075
Gujarat,Amreli,Bagasara APMC,Soyabean,Yellow,Local,25-02-2026,4500,4750,4625
Himachal Pradesh,Hamirpur,PMY Hamirpur,Cabbage,Cabbage,Grade B,25-02-2026,1000,1200,1100
Himachal Pradesh,Hamirpur,PMY Hamirpur,Bottle gourd,Bottle Gourd,Grade B,25-02-2026,4000,4000,4000
Odisha,Rayagada,Rayagada APMC,Onion,Nasik,Medium,25-02-2026,2100,2200,2200
Odisha,Balasore,Jaleswar APMC,Brinjal,Other,Local,25-02-2026,2500,3000,2800
Haryana,Sirsa,kalanwali APMC,Banana,Other,Grade A,25-02-2026,1800,2500,2000
Punjab,Ropar (Rupnagar),Morinda APMC,Carrot,Carrot,Local,25-02-2026,1000,1000,1000
Odisha,Balasore,Jaleswar APMC,Cabbage,Other,Local,25-02-2026,1600,1800,1700
Odisha,Balasore,Jaleswar APMC,Cauliflower,Cauliflower,Local,25-02-2026,1800,2000,1900
Himachal Pradesh,Hamirpur,PMY Hamirpur,Tomato,Other,Grade B,25-02-2026,2200,2400,2300
Himachal Pradesh,Kangra,SMY Dharamshala,Papaya,Papaya,Medium,25-02-2026,4500,4800,4650
Odisha,Rayagada,Rayagada APMC,Cauliflower,Cauliflower,Local,25-02-2026,1500,1600,1600
Haryana,Hissar,Barwala(Hisar) APMC,Mousambi(Sweet Lime),Mousambi,Local,25-02-2026,4000,4500,4250
Kerala,Alappuzha,Chengannur APMC,Onion,Small,FAQ,25-02-2026,4800,5100,5000
Haryana,Sonipat,Gohana APMC,Apple,Apple,Medium,25-02-2026,6000,8000,7000
Haryana,Sonipat,Gohana APMC,Guava,Other,Medium,25-02-2026,3000,5000,4000
Punjab,Ropar (Rupnagar),Morinda APMC,French Beans(Frasbean),French Beans (Frasbean),Medium,25-02-2026,7000,8000,7500
Kerala,Ernakulam,Thrippunithura APMC,Bhindi(Ladies Finger),Bhindi,Medium,25-02-2026,5000,6500,5200
Nagaland,Kohima,Kohima APMC,Cabbage,Cabbage,Local,25-02-2026,3000,3000,3000
Punjab,Ropar (Rupnagar),Morinda APMC,Bottle gourd,Bottle Gourd,Local,25-02-2026,4000,4000,4000
Haryana,Sonipat,Gohana APMC,Mousambi(Sweet Lime),Mousambi,Medium,25-02-2026,2400,3000,2600
Himachal Pradesh,Hamirpur,PMY Hamirpur,Lemon,Lemon,Grade B,25-02-2026,13000,13200,13100
Uttar Pradesh,Saharanpur,Gangoh APMC,Raddish,Raddish,FAQ,25-02-2026,950,1020,1000
Odisha,Rayagada,Rayagada APMC,Carrot,Other,Local,25-02-2026,3900,4000,4000
Kerala,Kannur,Payyannur APMC,Amaranthus,Other,Local,25-02-2026,3700,3900,3800
Uttar Pradesh,Amroha,Dhanaura APMC,Brinjal,Brinjal,Medium,25-02-2026,1500,1500,1500
Odisha,Sundergarh,Bonai APMC,Potato,Other,FAQ,25-02-2026,1000,1340,1140
Himachal Pradesh,Kangra,SMY Dharamshala,Cabbage,Cabbage,FAQ,25-02-2026,1000,1200,1100
Punjab,Bhatinda,Bhucho APMC,Green Chilli,Green Chilly,Local,25-02-2026,6400,6400,6400
Odisha,Balasore,Jaleswar APMC,Drumstick,Drumstick,Local,25-02-2026,11500,12000,11800
Punjab,Ropar (Rupnagar),Morinda APMC,Ginger(Green),Green Ginger,Medium,25-02-2026,6000,7000,6500
Odisha,Mayurbhanja,Karanjia APMC,Jack Fruit,Jack Fruit,Local,25-02-2026,2400,3000,2500
Rajasthan,Jalore,Jalore APMC,Cabbage,Cabbage,Local,25-02-2026,800,1000,900
Kerala,Palakad,Pattambi APMC,Carrot,Carrot,FAQ,25-02-2026,3500,4000,3800
Himachal Pradesh,Kangra,SMY Dharamshala,Carrot,Carrot,FAQ,25-02-2026,1800,2200,2000
Punjab,Ropar (Rupnagar),Morinda APMC,Tomato,Deshi,Local,25-02-2026,1000,2000,1500
Odisha,Sambalpur,Rairakhol APMC,Onion,Onion,Grade B,25-02-2026,1200,2000,1500
Uttarakhand,Udhamsinghnagar,Kicchha APMC,Carrot,Carrot,Local,25-02-2026,600,800,700
Odisha,Mayurbhanja,Karanjia APMC,Fish,Other,Local,25-02-2026,19000,20000,20000
Haryana,Hissar,Uklana APMC,Apple,Apple,Medium,25-02-2026,7000,7000,7000
Himachal Pradesh,Mandi,SMY Jogindernagar,Apple,Other,Grade B,25-02-2026,11000,13000,12000
Uttar Pradesh,Saharanpur,Gangoh APMC,Potato,Local,FAQ,25-02-2026,500,650,580
Uttarakhand,Udhamsinghnagar,Kicchha APMC,Peas Wet,Other,Local,25-02-2026,700,900,800
Uttarakhand,Udhamsinghnagar,Kicchha APMC,Tomato,Deshi,Local,25-02-2026,700,900,800
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Brinjal,Other,Medium,25-02-2026,1500,2000,1800
Uttar Pradesh,Badaun,Shahaswan APMC,Banana,Amruthapani,Medium,25-02-2026,2200,2200,2200
Haryana,Hissar,Uklana APMC,Cucumbar(Kheera),Cucumbar,Medium,25-02-2026,1000,1000,1000
Uttar Pradesh,Saharanpur,Gangoh APMC,Onion,Onion,FAQ,25-02-2026,1000,1300,1200
Odisha,Mayurbhanja,Karanjia APMC,Brinjal,Brinjal,Local,25-02-2026,2800,3000,2900
Nagaland,Kohima,Kohima APMC,Potato,Potato,Grade A,25-02-2026,3000,3000,3000
Uttar Pradesh,Saharanpur,Gangoh APMC,Lemon,Lemon,FAQ,25-02-2026,2000,2500,2230
Haryana,Panipat,Panipat APMC,Banana,Banana - Ripe,Local,25-02-2026,2200,2600,2400
Punjab,Sangrur,Ahmedgarh APMC,Cauliflower,Local,Local,25-02-2026,800,1000,1000
Haryana,Panipat,Panipat APMC,Potato,Potato,Local,25-02-2026,200,600,400
Uttar Pradesh,Shravasti,Payagpur APMC,Cucumbar(Kheera),Cucumbar,FAQ,25-02-2026,3300,3500,3400
Himachal Pradesh,Kangra,SMY Dharamshala,Cucumbar(Kheera),Cucumbar,FAQ,25-02-2026,2500,4000,3250
Uttar Pradesh,Badaun,Shahaswan APMC,Papaya,Other,Medium,25-02-2026,3000,3000,3000
Kerala,Ernakulam,North Paravur APMC,Amaranthus,Amaranthus,Local,25-02-2026,2500,3000,2800
Haryana,Panchkula,Raipur Rai APMC,Mustard,Big 100 Kg,Local,25-02-2026,7050,7100,7050
Himachal Pradesh,Kangra,SMY Dharamshala,French Beans(Frasbean),French Beans (Frasbean),FAQ,25-02-2026,6000,6500,6250
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,French Beans(Frasbean),Other,Medium,25-02-2026,2000,4000,3000
Uttar Pradesh,Badaun,Shahaswan APMC,Grapes,Annabesahai,Medium,25-02-2026,8000,8000,8000
Haryana,Kurukshetra,Babain APMC,Mustard,Mustard,Local,25-02-2026,5840,5840,5840
Haryana,Mahendragarh-Narnaul,Narnaul APMC,Methi(Leaves),Methi,Medium,25-02-2026,1000,1500,1500
Kerala,Ernakulam,North Paravur APMC,Banana - Green,Banana - Green,Medium,25-02-2026,2300,3000,2800
Kerala,Kottayam,Kottayam APMC,Onion,Onion,FAQ,25-02-2026,4000,4400,4200
Uttar Pradesh,Shravasti,Payagpur APMC,Garlic,Other,FAQ,25-02-2026,9800,10000,9900
Kerala,Ernakulam,North Paravur APMC,Beetroot,Beetroot,FAQ,25-02-2026,3000,4000,3500
Kerala,Thiruvananthapuram,Neyyatinkara APMC,Colacasia,Colacasia,FAQ,25-02-2026,5500,6000,5700
Gujarat,Valsad,Pardi APMC,Chikoos(Sapota),Other,Medium,25-02-2026,2500,3000,2700
Kerala,Palakad,Vaniyamkulam  VFPCK APMC,Snakeguard,Other,Grade A,25-02-2026,1900,2100,2000
Kerala,Thiruvananthapuram,Neyyatinkara APMC,Carrot,Other,FAQ,25-02-2026,5400,6000,5600
Haryana,Mahendragarh-Narnaul,Narnaul APMC,Onion Green,Onion Green,Medium,25-02-2026,800,1500,1000
Haryana,Mahendragarh-Narnaul,Narnaul APMC,Brinjal,Brinjal,Medium,25-02-2026,1500,2500,2000
Uttarakhand,Udhamsinghnagar,Kicchha APMC,Apple,Delicious,Medium,25-02-2026,3700,3900,3800
Punjab,Sangrur,Ahmedgarh APMC,Spinach,Other,Local,25-02-2026,400,500,500
Odisha,Sundergarh,Panposh APMC,Bhindi(Ladies Finger),Other,FAQ,25-02-2026,4500,5000,4800
Manipur,Imphal East,Lamlong Bazaar APMC,Orange,Other,Local,25-02-2026,14000,15000,14500
Kerala,Thiruvananthapuram,Neyyatinkara APMC,Green Chilli,Green Chilly,FAQ,25-02-2026,7400,8000,7600
Manipur,Imphal East,Lamlong Bazaar APMC,Black Gram Dal(Urd Dal),Black Gram Dal,FAQ,25-02-2026,13000,14000,13500
Kerala,Thiruvananthapuram,Neyyatinkara APMC,Duster Beans,Other,FAQ,25-02-2026,5500,6000,5700
Kerala,Palakad,Pattambi APMC,French Beans(Frasbean),Other,FAQ,25-02-2026,4500,5000,4800
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Water Melon,Other,Medium,25-02-2026,2000,4000,3000
Himachal Pradesh,Kangra,SMY Dharamshala,Onion,Onion,FAQ,25-02-2026,2100,2400,2250
Uttarakhand,Nanital,Ramnagar APMC,Field Pea,Other,Local,25-02-2026,1200,1800,1500
Kerala,Ernakulam,North Paravur APMC,Bitter gourd,Bitter Gourd,Medium,25-02-2026,5000,6000,5500
Himachal Pradesh,Kangra,SMY Dharamshala,Pumpkin,Pumpkin,FAQ,25-02-2026,2000,2800,2400
Haryana,Panchkula,Raipur Rai APMC,Bottle gourd,Bottle Gourd,Local,25-02-2026,1500,1600,1500
Kerala,Ernakulam,North Paravur APMC,Bottle gourd,Bottle Gourd,Medium,25-02-2026,2500,3000,2800
Manipur,Imphal East,Lamlong Bazaar APMC,Potato,Other,FAQ,25-02-2026,1500,2000,1750
Haryana,Mahendragarh-Narnaul,Narnaul APMC,Ginger(Green),Green Ginger,Medium,25-02-2026,4000,6000,5000
Himachal Pradesh,Hamirpur,PMY Hamirpur,Squash(Chappal Kadoo),Other,Grade B,25-02-2026,2500,3000,2750
Kerala,Ernakulam,North Paravur APMC,Cabbage,Cabbage,FAQ,25-02-2026,2400,3000,2800
Haryana,Panchkula,Raipur Rai APMC,Cabbage,Other,Local,25-02-2026,1200,1400,1200
Himachal Pradesh,Hamirpur,PMY Hamirpur,French Beans(Frasbean),Other,Grade B,25-02-2026,6000,7000,6500
Kerala,Ernakulam,Thrippunithura APMC,Little gourd(Kundru),Other,Medium,25-02-2026,5000,6000,5200
Himachal Pradesh,Kangra,SMY Dharamshala,Tinda,Tinda,FAQ,25-02-2026,5000,5500,5250
Himachal Pradesh,Mandi,PMY Kangni Mandi,Snow Mountain Garlic,Snow Mountain Garlic,Grade B,25-02-2026,9000,12000,10000
Himachal Pradesh,Kangra,PMY Kangra,Banana,Other,Medium,25-02-2026,4000,5000,4500
Haryana,Panchkula,Raipur Rai APMC,Carrot,Carrot,Local,25-02-2026,1200,1400,1200
Himachal Pradesh,Mandi,PMY Kangni Mandi,Spinach,Spinach,Grade B,25-02-2026,400,1000,700
Kerala,Alappuzha,Cherthala APMC,Amaranthus,Amaranthus,FAQ,25-02-2026,7700,8000,7800
Punjab,Patiala,Rajpura APMC,Banana,Other,Grade B,25-02-2026,1900,2150,2000
Himachal Pradesh,Kangra,PMY Kangra,Guava,Guava,Medium,25-02-2026,8000,9000,8500
Himachal Pradesh,Hamirpur,PMY Hamirpur,Apple,Apple,Grade B,25-02-2026,14000,15000,14500
Himachal Pradesh,Mandi,PMY Kangni Mandi,Kinnow,Kinnow,Grade B,25-02-2026,3000,5000,4000
Haryana,Gurgaon,Sohna APMC,Onion,Onion,Local,25-02-2026,1500,2000,2000
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Grapes,Other,Medium,25-02-2026,9000,10000,9600
Haryana,Gurgaon,Sohna APMC,Cucumbar(Kheera),Cucumbar,Local,25-02-2026,1800,2200,2000
Haryana,Mahendragarh-Narnaul,Narnaul APMC,Tender Coconut,Tender Coconut,Medium,25-02-2026,4000,4000,4000
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Apple,Apple,Medium,25-02-2026,10000,11000,10600
Odisha,Mayurbhanja,Narasinghpur APMC,Cauliflower,Cauliflower,Large,25-02-2026,800,1200,1000
Haryana,Kurukshetra,Ladwa APMC,Chikoos(Sapota),Sapota,Medium,25-02-2026,5000,5000,5000
Punjab,Patiala,Rajpura APMC,Green Chilli,Green Chilly,Grade B,25-02-2026,4500,5250,5050
Himachal Pradesh,Mandi,PMY Kangni Mandi,Orange,Orange,Grade B,25-02-2026,8000,8500,8200
Assam,Nagaon,Dhing APMC,Beetroot,Beetroot,FAQ,25-02-2026,2000,2200,2100
Haryana,Mahendragarh-Narnaul,Narnaul APMC,Kinnow,Kinnow,Medium,25-02-2026,3000,3800,3500
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Kinnow,Kinnow,Medium,25-02-2026,3500,4000,3700
Uttar Pradesh,Farukhabad,Kamlaganj APMC,Paddy(Basmati),Basmati 1509,FAQ,25-02-2026,2800,2800,2800
Kerala,Ernakulam,North Paravur APMC,Potato,Red Nanital,FAQ,25-02-2026,3000,4000,3500
Punjab,Pathankot,Pathankot APMC,Lemon,Lemon,Medium,25-02-2026,5700,5700,5700
Himachal Pradesh,Hamirpur,SMY Nadaun,Leafy Vegetable,Leafy Vegetables,Grade B,25-02-2026,2000,2200,2100
Kerala,Alappuzha,Chengannur APMC,Snakeguard,Other,FAQ,25-02-2026,3500,4000,3800
Gujarat,Vadodara(Baroda),Padra APMC,Methi(Leaves),Other,FAQ,25-02-2026,1750,2250,2000
Kerala,Ernakulam,Angamaly APMC,Brinjal,Brinjal,FAQ,25-02-2026,3600,5000,4500
Uttar Pradesh,Shamli,Khandhla APMC,Garlic,Garlic,FAQ,25-02-2026,6000,6100,6050
Kerala,Alappuzha,Cherthala APMC,Ashgourd,Other,FAQ,25-02-2026,3000,3200,3100
Kerala,Kozhikode(Calicut),Quilandy APMC,Onion,Other,FAQ,25-02-2026,2400,2500,2400
Gujarat,Junagarh,Bhesan APMC,Wheat,Other,FAQ,25-02-2026,1500,2600,2000
Himachal Pradesh,Hamirpur,PMY Hamirpur,Ber(Zizyphus/Borehannu),Ber(Zizyphus),Grade B,25-02-2026,6000,7000,6500
Kerala,Ernakulam,Karumaloor VFPCK APMC,Cowpea(Veg),Cowpea (Veg),Grade A,25-02-2026,5500,6500,6000
Haryana,Gurgaon,Sohna APMC,Cauliflower,Cauliflower,Local,25-02-2026,800,1000,1000
Assam,Nagaon,Dhing APMC,Cabbage,Cabbage,FAQ,25-02-2026,1100,1300,1200
Uttar Pradesh,Shamli,Khandhla APMC,Potato,Desi,FAQ,25-02-2026,700,800,750
Uttar Pradesh,Shamli,Khandhla APMC,Raddish,Raddish,FAQ,25-02-2026,800,820,810
Punjab,Pathankot,Pathankot APMC,Kinnow,Kinnow,Medium,25-02-2026,3400,3400,3400
Odisha,Cuttack,Banki APMC,Bitter gourd,Other,Medium,25-02-2026,6000,7000,6500
Odisha,Dhenkanal,Hindol APMC,Bitter gourd,Bitter Gourd,Grade B,25-02-2026,6500,7000,6800
Odisha,Bargarh,Padampur APMC,Cauliflower,Cauliflower,Grade A,25-02-2026,1200,1400,1300
Haryana,Gurgaon,Sohna APMC,Methi(Leaves),Methi,Local,25-02-2026,800,1500,1000
Tripura,South Tripura,Manubazar,Amaranthus,Amaranthus,Grade A,25-02-2026,2500,3000,2700
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat APMC,Paddy(Common),1001,FAQ,25-02-2026,2369,2369,2369
Kerala,Alappuzha,Cherthala APMC,Bitter gourd,Other,FAQ,25-02-2026,4000,4500,4200
Gujarat,Vadodara(Baroda),Padra APMC,Brinjal,Other,FAQ,25-02-2026,500,1000,750
Rajasthan,Ajmer,Madanganj Kishangarh APMC,Taramira,Other,Local,25-02-2026,4100,4100,4100
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Cluster beans,Cluster Beans,FAQ,25-02-2026,6010,8045,7025
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Green Chilli,Green Chilly,Local,25-02-2026,1000,10000,5500
Assam,Nagaon,Dhing APMC,Carrot,Carrot,FAQ,25-02-2026,1300,1520,1460
Haryana,Panchkula,Raipur Rai APMC,Spinach,Spinach,Local,25-02-2026,800,1000,800
Odisha,Cuttack,Banki APMC,Cabbage,Cabbage,Medium,25-02-2026,1000,1500,1200
Nagaland,Tsemenyu,Tsemenyu APMC,Bottle gourd,Bottle gourd-Organic,FAQ,25-02-2026,2000,2500,2300
Rajasthan,Ajmer,Madanganj Kishangarh APMC,Green Gram(Moong)(Whole),Other,Local,25-02-2026,1101,5200,5070
Haryana,Panchkula,Raipur Rai APMC,Potato,Potato,Local,25-02-2026,500,600,500
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Potato,Potato,FAQ,25-02-2026,460,1005,730
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Water Melon,Water Melon,Medium,25-02-2026,3500,4000,3800
Himachal Pradesh,Mandi,PMY Kangni Mandi,Bhindi(Ladies Finger),Bhindi,Grade B,25-02-2026,5000,7500,6000
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat APMC,Rice,1009 Kar,FAQ,25-02-2026,3800,3800,3800
Rajasthan,Ajmer,Madanganj Kishangarh APMC,Jowar(Sorghum),Other,Local,25-02-2026,3000,3000,3000
Haryana,Hissar,Barwala(Hisar) APMC,Carrot,Carrot,Local,25-02-2026,600,700,700
Odisha,Cuttack,Banki APMC,Cowpea(Veg),Cowpea (Veg),Medium,25-02-2026,2500,3500,3000
Gujarat,Gir Somnath,Una APMC,Cotton,Shanker 4 31mm FIne,FAQ,25-02-2026,7400,7900,7625
Odisha,Dhenkanal,Hindol APMC,Ridgeguard(Tori),Other,Grade B,25-02-2026,5800,6200,6000
Tripura,South Tripura,Manubazar,Brinjal,Other,Grade B,25-02-2026,1300,1800,1500
Rajasthan,Beawar,Beawar APMC,Kulthi(Horse Gram),Other,Local,25-02-2026,5050,5050,5050
Himachal Pradesh,Mandi,PMY Kangni Mandi,Capsicum,Capsicum,Grade B,25-02-2026,3500,5500,4500
Uttar Pradesh,Raebarelli,Lalganj APMC,Cauliflower,Cauliflower,FAQ,25-02-2026,900,1100,1000
Haryana,Hissar,Barwala(Hisar) APMC,Garlic,Garlic,Local,25-02-2026,8000,10000,9000
Tripura,South Tripura,Manubazar,Cauliflower,African Sarson,FAQ,25-02-2026,3500,4000,3800
Punjab,Bhatinda,Bhagta Bhai Ka APMC,Potato,Other,Medium,25-02-2026,800,800,800
Kerala,Alappuzha,Chengannur APMC,Capsicum,Other,FAQ,25-02-2026,7600,8200,8000
Punjab,Fazilka,Fazilka APMC,Peas Wet,Other,FAQ,25-02-2026,2000,2000,2000
Tripura,Gomati,Nutanbazar APMC,Brinjal,Round/Long,FAQ,25-02-2026,3850,4000,3950
Rajasthan,Alwar,Kherli APMC,Wheat,Other,Non-FAQ,25-02-2026,2280,2468,2350
Punjab,Fazilka,Fazilka APMC,Banana,Banana - Ripe,Medium,25-02-2026,3000,3000,3000
Haryana,Hissar,Barwala(Hisar) APMC,Leafy Vegetable,Leafy Vegetables,Local,25-02-2026,800,1000,900
Haryana,Hissar,Barwala(Hisar) APMC,Cabbage,Cabbage,Local,25-02-2026,600,700,700
Haryana,Hissar,Barwala(Hisar) APMC,Cauliflower,Cauliflower,Local,25-02-2026,400,500,500
Tripura,Gomati,Nutanbazar APMC,Rice,Masuri,FAQ,25-02-2026,3850,4000,3950
Uttarakhand,Haridwar,Roorkee APMC,Banana,Other,Medium,25-02-2026,800,1200,1000
Kerala,Alappuzha,Chengannur APMC,Colacasia,Other,FAQ,25-02-2026,5800,6200,6000
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,French Beans(Frasbean),Other,FAQ,25-02-2026,4500,5000,4800
Punjab,Fazilka,Fazilka APMC,Raddish,Raddish,FAQ,25-02-2026,800,800,800
Kerala,Kozhikode(Calicut),Quilandy APMC,Bottle gourd,Other,FAQ,25-02-2026,3300,3600,3500
Punjab,Fazilka,Fazilka APMC,Ginger(Green),Other,FAQ,25-02-2026,7000,7000,7000
Himachal Pradesh,Mandi,PMY Kangni Mandi,French Beans(Frasbean),French Beans (Frasbean),Grade B,25-02-2026,3500,6000,5000
Kerala,Alappuzha,Chengannur APMC,Cucumbar(Kheera),Other,FAQ,25-02-2026,1800,2100,2000
Kerala,Kottayam,Athirampuzha APMC,Potato,Potato,FAQ,25-02-2026,2600,2800,2700
Kerala,Ernakulam,North Paravur APMC,Garlic,Average,Grade Range-1,25-02-2026,9000,10000,9500
Haryana,Hissar,Barwala(Hisar) APMC,Capsicum,Capsicum,Local,25-02-2026,3200,4000,3500
Kerala,Kozhikode(Calicut),Quilandy APMC,Coriander(Leaves),Other,FAQ,25-02-2026,7800,8000,8000
Kerala,Ernakulam,North Paravur APMC,Ginger(Green),Green Ginger,Grade Range-1,25-02-2026,7000,8000,7500
Himachal Pradesh,Chamba,PMY Chamba,Guava,Guava,Medium,25-02-2026,7500,8000,7750
Odisha,Cuttack,Banki APMC,Pumpkin,Other,Medium,25-02-2026,1200,1800,1500
Gujarat,Navsari,Bilimora APMC,Bhindi(Ladies Finger),Other,FAQ,25-02-2026,3500,4000,3800
Punjab,Fazilka,Fazilka APMC,Papaya,Other,Medium,25-02-2026,3000,3000,3000
Tripura,Gomati,Nutanbazar APMC,Bitter gourd,Bitter Gourd,FAQ,25-02-2026,10500,12000,11500
Kerala,Kottayam,Pampady APMC,Amaranthus,Amaranthus,FAQ,25-02-2026,3000,4500,3500
Kerala,Kottayam,Pampady APMC,Bhindi(Ladies Finger),Bhindi,FAQ,25-02-2026,5000,6500,6000
Haryana,Faridabad,Ballabhgarh APMC,Onion Green,Onion Green,FAQ,25-02-2026,1100,1500,1200
Kerala,Kottayam,Pampady APMC,Green Chilli,Green Chilly,FAQ,25-02-2026,6000,7500,7000
Rajasthan,Alwar,Alwar APMC,Bajra(Pearl Millet/Cumbu),Other,Local,25-02-2026,1700,1781,1781
Kerala,Kannur,Taliparamba APMC,Banana,Other,Small,25-02-2026,7200,7400,7300
Kerala,Kottayam,Pampady APMC,Onion,Big,FAQ,25-02-2026,4000,6000,5000
Kerala,Kottayam,Pampady APMC,Potato,Big,FAQ,25-02-2026,2800,4000,3000
Kerala,Kottayam,Pampady APMC,Snakeguard,Snakeguard,FAQ,25-02-2026,3000,4000,3600
Kerala,Kottayam,Pampady APMC,Tapioca,Tapioca,FAQ,25-02-2026,2500,3500,3000
Kerala,Kottayam,Pampady APMC,Tomato,Tomato,FAQ,25-02-2026,3000,4000,3500
Kerala,Ernakulam,North Paravur APMC,Indian Beans(Seam),Indian Beans (Seam),FAQ,25-02-2026,4000,5000,4500
Kerala,Ernakulam,Angamaly APMC,Ginger(Green),Green Ginger,FAQ,25-02-2026,8500,13000,11000
Uttarakhand,Haridwar,Manglaur APMC,Green Chilli,Green Chilly,Large,25-02-2026,3000,4500,4000
Haryana,Rewari,Kosli APMC,Banana,Other,Medium,25-02-2026,2000,2000,2000
Haryana,Hissar,Barwala(Hisar) APMC,Raddish,Raddish,Local,25-02-2026,800,1000,900
Uttar Pradesh,Hathras,Shadabad APMC,Potato,Potato,Small,25-02-2026,400,500,450
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Ginger(Green),Green Ginger,Medium,25-02-2026,3850,4050,3950
Manipur,Kakching,Kakching Market APMC,Green Gram Dal(Moong Dal),Green Gram Dal,FAQ,25-02-2026,13000,13000,13000
Manipur,Kakching,Kakching Market APMC,Dry Chillies,Dry,FAQ,25-02-2026,22000,22000,22000
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Spinach,Spinach,Local,25-02-2026,450,600,550
Tripura,North Tripura,Dasda APMC,Brinjal,Round/Long,FAQ,25-02-2026,1500,1700,1600
Himachal Pradesh,Chamba,PMY Chamba,Bitter gourd,Bitter Gourd,Medium,25-02-2026,7000,7500,7250
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Papaya,Papaya,Medium,25-02-2026,2300,2500,2400
Tripura,North Tripura,Dasda APMC,Cauliflower,Cauliflower,FAQ,25-02-2026,3000,3400,3200
Tripura,North Tripura,Dasda APMC,Potato,Local,FAQ,25-02-2026,1500,1700,1600
Uttarakhand,Haridwar,Manglaur APMC,Carrot,Carrot,Large,25-02-2026,1000,1500,1400
Haryana,Panchkula,Barwala APMC,Cauliflower,Local,FAQ,25-02-2026,500,1000,750
Uttarakhand,Haridwar,Manglaur APMC,Banana,Other,Medium,25-02-2026,1000,1200,1100
Uttar Pradesh,Kaushambi,Bharwari APMC,Paddy(Common),Other,FAQ,25-02-2026,1850,2150,1950
Uttar Pradesh,Sambhal,Sambhal APMC,Brinjal,Brinjal,FAQ,25-02-2026,40,750,700
Kerala,Alappuzha,Harippad APMC,Beetroot,Beetroot,FAQ,25-02-2026,5000,5500,5000
Manipur,Kakching,Kakching Market APMC,Cauliflower,Cauliflower,Local,25-02-2026,2500,2500,2500
Manipur,Kakching,Kakching Market APMC,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,25-02-2026,8500,8500,8500
Punjab,Mohali,Kurali APMC,Apple,Apple,Medium,25-02-2026,9000,11000,9800
Himachal Pradesh,Chamba,PMY Chamba,Cabbage,Cabbage,Medium,25-02-2026,1000,1500,1250
Kerala,Alappuzha,Harippad APMC,Banana - Green,Other,FAQ,25-02-2026,4000,4500,4000
Kerala,Ernakulam,Thuravoor VFPCK APMC,Banana,Nendra Bale,Grade Range-1,25-02-2026,3600,3600,3600
Kerala,Kannur,Taliparamba APMC,Cucumbar(Kheera),Other,FAQ,25-02-2026,3100,3300,3200
Uttar Pradesh,Sambhal,Sambhal APMC,Potato,Desi,FAQ,25-02-2026,400,900,800
Haryana,Panchkula,Barwala APMC,Potato,Local,FAQ,25-02-2026,350,600,475
Kerala,Alappuzha,Harippad APMC,Carrot,Other,FAQ,25-02-2026,5500,6000,5500
Kerala,Malappuram,Kottakkal APMC,Amaranthus,Other,Local,25-02-2026,2200,2200,2200
Telangana,Ranga Reddy,"Kukatpally,RBZ APMC",Carrot,Other,FAQ,25-02-2026,1000,1600,1200
Kerala,Ernakulam,Angamaly APMC,Onion,Big,FAQ,25-02-2026,2500,3200,3000
Manipur,Kakching,Kakching Market APMC,Cabbage,Cabbage,Local,25-02-2026,2000,2000,2000
Telangana,Ranga Reddy,"Kukatpally,RBZ APMC",Cucumbar(Kheera),Cucumbar,FAQ,25-02-2026,1000,2000,1700
Manipur,Kakching,Kakching Market APMC,Banana,Banana - Ripe,Local,25-02-2026,4500,4500,4500
Kerala,Malappuram,Kottakkal APMC,Banana - Green,Other,Local,25-02-2026,3800,3800,3800
Madhya Pradesh,Badwani,Badwani(F&V) APMC,Ginger(Green),Green Ginger,Local,25-02-2026,3500,3500,3500
Kerala,Malappuram,Kottakkal APMC,Beetroot,Other,Local,25-02-2026,2200,2200,2200
Kerala,Malappuram,Kottakkal APMC,Capsicum,Other,Local,25-02-2026,5000,5000,5000
Odisha,Sonepur,Birmaharajpur APMC,Cauliflower,Cauliflower,Local,25-02-2026,2000,2200,2100
